,Unnamed: 0,Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
219,219,visnfa Upgraded Bike Phone Mount Anti Shake and Stable 360° Rotation Adjustable Universal Bike Accessories/Bike Phone Holder for Any Smartphones GPS Other Devices Between 3.5 and 7.0 inches,Brand: visnfa,4 ratings,0,1,43 answered questions,16.95,4.5 out of 5
220,220,"Surface Pro Surface Laptop Charger,65W Charger [Updated Version] Compatible with Surface Pro 8/Pro X/Pro 7/Pro 6/Pro 5/Pro 4/Pro 3,Surface Laptop 4/3/2/1,Surface Book, Surface Go 3/2/1 and Travel case",Visit the KSW KINGDO Store,342 ratings,0,1,14 answered questions,0.0,4.6 out of 5
222,222,"Kindle Paperwhite Essentials Bundle including Kindle Paperwhite - Wifi, Without Ads, Amazon Fabric Cover, and Power Adapter",Brand: Amazon,"6,056 ratings",0,0,16 answered questions,189.97,4.8 out of 5
223,223,"Dekodots Smart Speaker Table Stand (Dog) - Decorative Holder for Amazon Echo Dot or Google Home Mini - Portable Design, No Sound or Microphone Interference - Durable Poly-Resin",Visit the Dekodots Store,"3,029 ratings",0,0,0,19.99,4.7 out of 5
225,225,"Rightline Gear Range 2 Car Top Carrier, 15 cu ft, Weatherproof +, Attaches With or Without Roof Rack",Visit the Rightline Gear Store,40 ratings,0,0,42 answered questions,79.95,|
227,227,Evo Play2 for iPad (5th & 6th Gen) – Protective iPad case with Pencil Holder,Visit the tech21 Store,"23,322 ratings",0,0,0,13.97,0
229,229,"Car Tablet Holder, Headrest Tablet Mount - AHK Headrest Stand Cradle Compatible with Devices Such as iPad Pro Air Mini, Galaxy Tabs, Other 4.7 -12.9"" Cell Phones and Tablets",Visit the AHK Store,"1,118 ratings",0,1,46 answered questions,22.99,4.5 out of 5
230,230,Genericer Mini Card Reader USB 2.0 TF Micro Security Digital Memory Card Reader with a 1024GB Micro SD Card and a Free,Brand: Genericer,"435,054 ratings",0,0,0,16.0,3.9 out of 5
231,231,"Tzyyy Universal Keyboard Case for 9-11 inch Tablet, Durable PU Leather Cover with Detachable Magnetic Keyboard and Adjustable Silica-Gel Fixing Band, Black",Brand: Tzyyy,557 ratings,0,0,0,36.99,4.6 out of 5
234,234,"TP-Link AC1750 WiFi Extender (RE450), PCMag Editor's Choice, Up to 1750Mbps, Dual Band WiFi Repeater, Internet Booster, Extend WiFi Range further",Visit the TP-Link Store,7 ratings,0,0,846 answered questions,0.0,4 out of 5
237,237,"mophie 4-in-1 Wireless Charging Mat for Apple iPhone, AirPods & Watch, Samsung Galaxy, Google Pixel, and All Qi-Enabled Devices, Additional USB-A Port, Intuitive Design, Includes Apple Watch Adapter",Visit the mophie Store,18 ratings,0,1,45 answered questions,0.0,4.2 out of 5
238,238,"Car Phone Holder, Staont Anti-Slip Silicone Dashboard Car Pad Compatible with iPhone, Samsung, Android Smart Phones, GPS, KGs3 and More",Brand: Staont,"77,499 ratings",0,1,39 answered questions,11.99,4.3 out of 5
239,239,"SanDisk 128GB Ultra microSDXC UHS-I Memory Card with Adapter - 120MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUA4-128G-GN6MA",Visit the SanDisk Store,"16,435 ratings",0,1,838 answered questions,17.99,4.8 out of 5
240,240,"Golf Gadgets - Swing Recording System | Magnetic Device Holder for Any Phone with Jaws Clamp & Gooseneck Mount. Compatible All Devices Like iPhone and iPhone Plus, Samsung Galaxy, Galaxy Note, etc.",Brand: Golf Gadgets,549 ratings,0,0,0,26.99,3.5 out of 5
241,241,"YOOHOO Car Headrest Mount, Tablet Headrest Holder, 360° Rotating Adjustable Holder for All 7""- 13"" Tablet iPad, 9'' DVD Player Holder for Car Backseat Seat Mount",Brand: YOOHOO,"17,434 ratings",0,0,0,13.99,3.8 out of 5
242,242,"Azulle Access4 Pro Fanless Mini PC Stick 4GB/64GB – Business & Home Portable Computer, WiFi, Windows 10 Pro, USB & Ethernet Port",Visit the AZULLE Store,"2,273 ratings",0,0,427 answered questions,298.99,4.1 out of 5
243,243,"90 Degree Lightning Cable 10ft (2 Pack), AkoaDa Right Angle Lightning Cable, Nylon Braided iPhone 10 ft Charger Cable for iPhone 13/13 Pro max/12 Pro Max/X/XS/XR, iPad, Supports Power Delivery (Grey)",Visit the AkoaDa Store,"24,881 ratings",0,0,0,15.99,4 out of 5
244,244,Apple AirPods Pro,Visit the Apple Store,"22,812 ratings",0,1,691 answered questions,0.0,4.7 out of 5
248,248,65W 45W Charger for Dell Inspiron 15-3000 15-5000 15-7000 11-3000 13-5000 13-7000 17-5000 XPS 13 Series 5559 5558 5755 5758 AC Adapter Laptop Power Supply Cord 19.5V 3.34A 2.31A,Visit the MAGIPEA Store,100 ratings,0,0,24 answered questions,15.99,4.5 out of 5
251,251,"VOVIGGOL Bike Phone Mount 2 Pack, Universal Motorcycle Phone Holder for Bike, 360°Rotation Silicone Bicycle Phone Holder Handlebar Phone Mount Compatible with iPhone 12 11 Pro, Samsung",Brand: VOVIGGOL,"66,806 ratings",0,0,0,11.99,4.4 out of 5
252,252,Mount Genie Simple Built-in Google Nest Hub Gen 2 Wall Mount [Does NOT FIT 2018 Gen 1]: The Perfect Smart Home Command Center | PoE Option Available | Designed in The USA,Visit the Mount Genie Store,"2,005 ratings",0,0,0,22.99,4.5 out of 5
255,255,"Cell Phone Holder for Car, Car Cellphone Mount Clip, 360°Rotatable Phone Holder for Car Sun Visor, Universal for iPhone 13/12 Pro, Pro Max, XS, Samsung, More Devices, Car Accessories (Black)",Brand: Moioee,"3,499 ratings",0,0,4 answered questions,18.99,|
256,256,"iOttie Easy One Touch 5 Dashboard & Windshield Universal Car Mount Phone Holder Desk Stand for iPhone, Samsung, Moto, Huawei, Nokia, LG, Smartphones",0,"41,424 ratings",0,0,0,0.0,0
257,257,Echo Show 5 (2nd Gen) with Adjustable Stand | Charcoal,Visit the iOttie Store,"3,496 ratings",1,0,239 answered questions,24.95,4.5 out of 5
258,258,"ESTAVEL Wireless Charger, 4 in 1 Fast Wireless Charging Station 18W Charging Stand Compatible with Apple Watch AirPods 1/2/3/Pro iPhone 13 pro/13 Pro max/12/12 Pro/SE/11/11pro/X/XS/XR/Xs Max/8/8 Plus",Brand: Amazon,"1,580 ratings",0,1,745 answered questions,99.98,4.6 out of 5
261,261,"Micro USB 3.0 Cable, CableCreation Short USB A to Micro B Cord 1ft USB 3.0 External Hard Drive Cable, Compatible for Samsung Galaxy S5, Note 3/N9000, Camera, Hard Drive and More",Brand: Granarbol,"214,673 ratings",0,0,8 answered questions,12.99,4.2 out of 5
265,265,"MFi Certified iPhone Charger, (Color) 5 Pack 10 FT Lightning Charging Cables USB Data Cord High Speed Cable Compatible with iPhone 13 12 11 XS XR X Pro Max Mini 8 7 6S 6 Plus 5S SE iPad iPod AirPods",Visit the Scosche Store,"38,345 ratings",0,0,53 answered questions,19.99,4.6 out of 5
266,266,Apple Lightning to 3.5 mm Headphone Jack Adapter,Brand: GeydrQ,"2,028 ratings",0,0,0,11.97,4.1 out of 5
267,267,"SanDisk 128GB microSDXC-Card, Licensed for Nintendo-Switch - SDSQXAO-128G-GNCZN",Visit the Apple Store,"6,281 ratings",0,1,501 answered questions,0.0,4.7 out of 5
268,268,"Tile Slim (2022) 1-Pack. Thin Bluetooth Tracker, Wallet Finder and Item Locator for Wallet, Luggage Tags and More; Up to 250 ft. Range. Water-Resistant. Phone Finder. iOS and Android Compatible.",Visit the SanDisk Store,"5,864 ratings",0,1,257 answered questions,20.49,4.9 out of 5
270,270,Amazon Basics Chest Mount Harness for GoPro with Amazon Basics Head Strap Camera Mount for GoPro,Visit the InfinityLab Store,"31,693 ratings",0,0,0,14.95,4.4 out of 5
271,271,Amazon Basics Uni-Directional DisplayPort to HDMI Display Cable 4K@30Hz - 6 Feet,Visit the Amazon Basics Store,946 ratings,0,0,5 answered questions,21.44,4.4 out of 5
275,275,Replacement HDMI Cable Hook up to TV for Amazon Kindle Fire HD7 8.9 Tablet Gen1 only,Visit the Stageek Store,140 ratings,0,1,34 answered questions,24.99,4.6 out of 5
276,276,"Amazon Basics USB 2.0 Printer Cable - A-Male to B-Male Cord - 10 Feet (3 Meters), Black",Brand: WEARE,"1,183 ratings",0,0,0,7.99,3.3 out of 5
277,277,Amazon Basics Gold Plated 6.35mm 1/4 Male to 3.5mm 1/8 Female Stereo Headphone Adapter - 5-Pack,Visit the Amazon Basics Store,696 ratings,0,1,230 answered questions,7.11,4.8 out of 5
278,278,Nintendo Switch – OLED Model w/ White Joy-Con,Visit the Amazon Basics Store,259 ratings,0,0,6 answered questions,8.6,4.8 out of 5
279,279,"Amazon Basics Adjustable Chest Mount Harness for GoPro Camera (Compatible with GoPro Hero Series), Black",Visit the Nintendo Store,631 ratings,0,1,0,0.0,4.9 out of 5
280,280,"vevia Airtag Holder Compatible with AirTag, Silicone AirTag case Items for Dogs Keys Backpacks airtag Case, Silicone airtag Keychain GPS Item Finders Accessories.Red,Black,Blue,White (4Pcs Pack).",Visit the Amazon Basics Store,"1,711 ratings",0,1,81 answered questions,13.45,4.4 out of 5
281,281,"Grifobes Galaxy Tab A8 Case, for Samsung Galaxy Tab A8 Case 10.5 inch 2022 Shockproof Rugged Protective Cover with Stand for 10.5"" Tablet SM-X200/X205/X207 for Kids Boys Children (Blue+Black)",Brand: vevia,5 ratings,0,0,0,8.75,4.7 out of 5
283,283,BUFFALO External SSD 1TB - Compatible with PS4 / PS5 / Windows/Mac - USB-C - USB-A - USB 3.2 - External Solid State Drive - SSD-PG1.0U3B,Visit the Lutron Store,172 ratings,0,1,0,0.0,4.8 out of 5
284,284,"USI Stylus Pen for Chromebook 4096 Levels Pressure, Rechargeable Active Digital Pen Compatible with HP, ASUS Chromebook C436, Lenovo Chromebook, Palm Rejection with 3 Extra Pen Tips",Visit the BUFFALO Store,"1,502 ratings",0,0,57 answered questions,84.99,4.5 out of 5
285,285,"Fintie Bands Compatible with Fitbit Versa 2 / Versa/Versa Lite Edition, Soft Nylon Replacement Strap Wristband Accessories Compatible with Fitbit Versa Smart Watch - Black",Brand: vitalASC,"21,187 ratings",0,0,78 answered questions,0.0,4.2 out of 5
287,287,"Chofit Pattern Bands Compatible with Amazon Halo for Women Men,Soft Silicone Bnads Replacement Cute Strap with Fadeless Print Pattern for Amazon Halo Accessories",Brand: ZaxSound,"11,087 ratings",0,0,375 answered questions,21.09,4 out of 5
289,289,"Amazon Kindle Paperwhite Leather Case, Onyx Black - fits all Paperwhite generations prior to 2018 (Will not fit All-new Paperwhite 10th generation)",Visit the OTESS Store,918 ratings,0,0,66 answered questions,34.99,4.5 out of 5
292,292,Roku Streaming Stick 4K 2021 | Streaming Device 4K/HDR/Dolby Vision with Roku Voice Remote and TV Controls,Brand: Novoconi,8 ratings,0,0,0,34.95,0
294,294,"Amazfit Bip U Pro Smart Watch with Alexa Built-In for Men Women, GPS Fitness Tracker with 60+ Sport Modes, Blood Oxygen Heart Rate Sleep Monitor, 5 ATM Waterproof, for iPhone Android Phone (Black)",Brand: ASURION,"34,757 ratings",0,0,10 answered questions,0.0,4.6 out of 5
295,295,"Car Headrest Mount Compatible with Nintendo Switch/ Swith OLED Model 2021, Adjustable Car Holder Compatible with Nintendo Switch/iPhone/iPad and Other Devices (4""-11"")-Black",Visit the Amazfit Store,"7,843 ratings",0,0,768 answered questions,69.99,4.2 out of 5
298,298,LifeProof Eco Friendly Case for Apple AirPods Pro - Anchors Away (Grey),Visit the Amazon Basics Store,940 ratings,1,0,202 answered questions,20.4,4.6 out of 5
299,299,OTTERBOX All Day Case for Apple Watch SERIES 4/5/6/SE 40mm - Strawberry Cake (Purple),Visit the LifeProof Store,"1,928 ratings",0,0,0,24.77,4.8 out of 5
300,300,"Smartphone to HDMI Projection Cable, Tlsdosp 1080P Phone to TV Mirroring Adapter Compatible with Smartphone/Tablet",Visit the OtterBox Store,302 ratings,0,0,0,20.02,4.7 out of 5
302,302,"TP-Link AC1200 WiFi Extender(RE315), Covers Up to 1500 Sq.ft and 25 Devices, Up to 1200Mbps Dual Band WiFi Booster Repeater,Access Point, Supports OneMesh",Visit the Acer Store,"155,603 ratings",0,0,1000+ answered questions,369.99,4.6 out of 5
303,303,Kemimoto RZR XP 1000 Electric Device Tablet Holder GPS Mount Compatible with 2019-2021 Polaris RZR XP 1000 XP Turbo,Visit the TP-Link Store,"2,028 ratings",0,0,168 answered questions,0.0,4.2 out of 5
304,304,"Amazon Basics 4 Pack 9 Volt Performance All-Purpose Alkaline Batteries, 5-Year Shelf Life",Visit the kemimoto Store,140 ratings,0,0,10 answered questions,75.88,4.7 out of 5
308,308,"Granarbol Kids Stylus Pens for Touch Screens,Capacitive Stylus Kids Pens for iPad iPhone Tablets Samsung Galaxy All Universal Touch Screen Devices(4 Pack)",Visit the BigPantha Store,1 rating,0,0,32 answered questions,37.55,4.4 out of 5
309,309,"Amazon Basics 4 Pack 9 Volt Performance All-Purpose Alkaline Batteries, 5-Year Shelf Life",Brand: Granarbol,"20,377 ratings",0,0,8 answered questions,12.99,4.2 out of 5
313,313,"Lutron 3-Button with Raise/Lower Pico Remote for Caseta Wireless Smart Lighting Dimmer Switch, PJ2-3BRL-WH-L01R, White",Visit the eero Store,"9,034 ratings",0,1,153 answered questions,0.0,4.6 out of 5
314,314,"LDETXY Electronic Device Holder with Storage Box Organizer Tray for Teryx KRX 1000, Sporty Electronic Device Phone Ipad Tablet GPS Holder Mounts for Kawasaki Teryx KRX 1000 2020 2021 2022 Accessories",Visit the Lutron Store,"5,176 ratings",0,1,0,0.0,4.8 out of 5
315,315,"Amazon Basics USB 2.0 Printer Cable - A-Male to B-Male Cord - 6 Feet (1.8 Meters), Black & Basics USB 2.0 Printer Type Cable - A-Male to B-Male - 16 Feet (4.8 Meters)",Visit the LDETXY Store,"17,046 ratings",0,0,0,77.9,4.5 out of 5
316,316,"SAMSUNG EVO Select Micro SD-Memory-Card + Adapter, 128GB microSDXC 130MB/s Full HD & 4K UHD, UHS-I, U3, A2, V30, Expanded Storage for Android Smartphones, Tablets, Nintendo-Switch (MB-ME128KA/AM)",Visit the Amazon Basics Store,4 ratings,0,0,0,15.86,4 out of 5
318,318,"Outlet Wall Mount and 64GB USB Flash Drive for Blink Sync Module 2,Simple Mount Bracket Holder for All-New Blink Outdoor Blink Indoor Home Security Camera with Easy Mount Short Cable",Brand: Essri,"7,583 ratings",0,1,10 answered questions,17.99,4.6 out of 5
319,319,"Mobile Tablet Stand for iPad, GPG2 Adjustable Non-Slip Base Foldable Tablet Holder for Desk Compatible with Apple iPad, Samsung Galaxy, and Amazon Kindle Fire Tablets",Brand: HOLACA,199 ratings,0,0,5 answered questions,15.99,4.6 out of 5
320,320,Apple USB-C Digital AV Multiport Adapter,Visit the GPG2 Store,6 ratings,0,0,3 answered questions,14.79,4.4 out of 5
321,321,"JoyGeek Wireless Charging Station, Wireless iPhone Charger, 3 in 1 Charging Station for Apple iPhone 13 Pro Max/13 Pro/13/12 Pro Max/12 Pro/12/11 Pro Max/11 Pro/11/SE/X/XR/XS/8, iWatch7/6/SE/3,AirPods",Visit the Apple Store,548 ratings,0,1,194 answered questions,0.0,4.7 out of 5
323,323,WEWATCH HDMI 2.0 Cable 6.6FT 18Gbps for Projector TV Box Xbox PS5 Roku Fire TV etc HDMI 28/30AWG Ethernet-Braided Cable Ultra High Speed Splitter 4K@30Hz 1080P 3D HDR Supported HDMI Cable,Brand: Amazon,1 rating,0,0,296 answered questions,0.0,4.6 out of 5
326,326,Garmin Golf Approach S12 GPS Watch,Visit the Amazon Basics Store,"25,232 ratings",0,1,22 answered questions,4.63,4.7 out of 5
328,328,"Asedoce Charging Station for Apple, 3 in 1 Charger Station for iWatch 7/6/SE/5/4/3/2/1, Foldable Charging Stand for iPhone AirPods Pro/3/2/1 Charging Dock (with 12W Charger)，Black",Brand: DLVD,"11,696 ratings",0,0,0,13.83,3.5 out of 5
330,330,"Key Finder - Nutale Findthing Smart Bluetooth Tracker Item Locator with Key Chain for Keys Cats Phone Wallet and Remote Control(Christmas, 4PACK)",Visit the Mobotron Store,444 ratings,0,0,44 answered questions,192.0,4.1 out of 5
331,331,"Cell Phone Stand, Adjustable Height & Angle Phone Holder Gooseneck Flexible Arm Universal Phone Stand for Desk, Aluminum Alloy Desktop Cell Phone Holder Compatible with 3.5""-6.5"" Device (White)",Visit the Nutale Store,"5,132 ratings",0,0,0,39.99,5 out of 5
333,333,"Kasa Smart HS100 WiFi Smart Plug, Classic 1-Pack, White",Visit the Logitech Store,393 ratings,0,1,898 answered questions,0.0,4.5 out of 5
336,336,"Amazon Basics 12 Pack CR1620 3 Volt Lithium Coin Cell Battery, Long Lasting Power in Child Resistant Packaging",Brand: Amazon,"265,530 ratings",0,0,831 answered questions,404.98,4.6 out of 5
337,337,Apple MacBook Air MJVM2LL/A 11.6-Inch 128GB Laptop (Renewed),Visit the Amazon Basics Store,"113,708 ratings",0,0,0,0.0,4.9 out of 5
338,338,"USB C Female to USB A Male Adapter Compatible with Apple MagSafe Charger,USB Type C to A Charger Cable Connector for iPhone 11 12 Mini Pro Max,Airpods iPad,Samsung Galaxy Note,Google Pixel 5 4 3 2 XL…",Visit the Amazon Renewed Store,"293,390 ratings",0,0,102 answered questions,209.0,4.3 out of 5
339,339,"Metal Magnetic Band Compatible with Apple Watch Bands 38mm 40mm 42mm 44mm for Women Men, Milanese Mesh Loop Adjustable Stainless Steel Strap Replacement for iWatch Series 6/5/4/3/2/1/SE",Visit the MOSWAG Store,"1,280 ratings",0,0,76 answered questions,11.99,4.6 out of 5
341,341,"Fitbit Versa 2 Health and Fitness Smartwatch with Heart Rate, Music, Alexa Built-In, Sleep and Swim Tracking, Black/Carbon, One Size (S and L Bands Included)",Brand: Anleo,"1,494 ratings",0,0,0,27.99,4.6 out of 5
342,342,"Wireless Charging Station, 3 in 1 Fast Wireless Charger Pad, Qi Wireless Charging Stand Dock for iPhone 13/12/11/Pro/Max/X/Xs/XR/ 8/8 Plus, AirPods, Apple Watch Series 1-7, Qi-Enabled Android Phones",Visit the Fitbit Store,306 ratings,0,0,1000+ answered questions,0.0,4.6 out of 5
344,344,Deal4GO Touchpad Board Trackpad Replacement for Lenovo ThinkPad T440P T440 T440S T450 T450P T450S T460 T540P T550 T560 W540 (NO Button),Visit the Amazon Store,1 rating,0,0,1000+ answered questions,130.98,4.7 out of 5
345,345,"Amazon Basics 12 Pack C Cell All-Purpose Alkaline Batteries, 5-Year Shelf Life, Easy to Open Value Pack",Brand: N\A,"4,999 ratings",0,0,0,15.99,0
347,347,"Certified Refurbished Echo (4th Gen) | With premium sound, smart home hub, and Alexa | Charcoal",Visit the Amazon Basics Store,"58,548 ratings",0,1,1000+ answered questions,8.14,4.7 out of 5
348,348,All-New Blink Outdoor Camera Mount Bracket with Outlet Wall Mount for Blink Sync Module 2 for Blink Outdoor Camera System (Blink Camera Not Include) 3PACK,Brand: Amazon,401 ratings,0,0,54 answered questions,0.0,4.6 out of 5
349,349,"Alxum USB Charging Station for Multiple Apple Devices, 120W 10 Port Phone Organize Dock with iWatch Stand, PD 60W/QC 3.0 Power Delivery Port, Charger for MacBook Pro/Air, iPad Pro, iPad, UL Certified",0,134 ratings,0,0,0,0.0,3.9 out of 5
351,351,"RAPOO Bluetooth 2.4G Wireless Mouse, 2 Bluetooth Channels with 1 USB Receiver Noiseless Mouse, Connect up to 3 Devices, Portable Computer Mice for PC, Tablet, Laptop-Black",Visit the Alxum Store,"2,015 ratings",0,0,68 answered questions,95.99,4.5 out of 5
352,352,"CV98LM Replacement for Amazon Fire TV Stick Remote Control,Compatible with All Amazon Fire TV Box Remote Control, No Mic Voice Function",Visit the CP3 Store,463 ratings,0,0,13 answered questions,30.99,4.5 out of 5
354,354,"Intoval Wireless Charging Station, 3 in 1 Charger for Apple iPhone/iWatch/Airpods,iPhone 13,12,11 (Pro, Pro Max)/XS/XR/XS/X/8(Plus),iWatch 7/6/SE/5/4/3/2,Airpods Pro/3gen (A3,Black)",Brand: TCHDNZRC,"95,109 ratings",0,0,0,10.99,5 out of 5
359,359,"Made for Amazon Volume Limiting Bluetooth BuddyPhones, PlayTime in Blue. Ages (3-7)",Visit the Orzero Store,572 ratings,0,0,4 answered questions,0.0,4.3 out of 5
